Table S2: differentially regulated genes (DEGs) between mouse GP1 and GP2 clusters;;;;;;
;;;;;;
Gene;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj
LRRN2;0,020290973;0,04316757;1,022797496;0,159705326;0,873113205;
ARHGAP23;1,878851542;0,04315877;0,198171574;0,121818975;0,903042386;0,955981476
ZFP276;0,053810283;0,043124865;0,487187856;0,235197529;0,814055424;
SNX1;0,879228836;0,043118035;0,196696557;0,280712364;0,778931025;0,883546875
TMEM192;0,083136427;0,043103362;0,40860437;0,501596952;0,615951064;
ZFP747;0,049222485;0,043052289;0,444335594;0,291135136;0,770947968;
PLPPR2;0,06854428;0,043037346;0,41484511;0,458485182;0,646603906;
ACP4;0,024875673;0,042995551;0,549654616;0,208638392;0,834730538;
POGK;0,326428786;0,042970873;0,28130465;0,700571302;0,483570593;0,67413387
XAF1;0,028354836;0,0429652;0,527013073;0,243705579;0,807458852;
LPCAT4;0,077939287;0,042951489;0,417821353;0,499750573;0,617250718;
HYLS1;0,152944046;0,042949498;0,390888462;0,394615193;0,693126899;
WDR34;0,135041446;0,042743676;0,366732081;0,504821959;0,613683891;
FAM192A;0,378233266;0,042672948;0,26561154;0,581409334;0,560964608;0,733566376
MYO7B;0,01878627;0,042660131;0,998493354;0,159705326;0,873113205;
HID1;0,0307977;0,042627313;0,859402497;0,149983541;0,880777601;
IHH;0,035480376;0,042618305;0,475918578;0,26061797;0,79438713;
EPB41L3;0,038808692;0,0426127;0,470071732;0,301111077;0,763329795;
MNDAL;0,021131918;0,042588874;0,609237432;0,191917151;0,847807103;
GBP7;0,016958787;0,042511576;1,023350202;0,169429212;0,865459048;
ZFP628;0,055179476;0,042502503;0,432526593;0,356006519;0,721835683;
CATSPER2;0,052925609;0,042481637;0,467023106;0,296190969;0,767084245;
RSRP1;2,530368105;0,042456712;0,160362074;0,28429402;0,776185068;0,881634969
NICN1;0,186480481;0,042456275;0,333403635;0,583269571;0,559711844;
DDX3X;7,206618078;0,042450353;0,09839873;0,460137198;0,645417746;0,795818784
SQLE;1,055721112;0,042425934;0,241706713;0,286735227;0,774315062;0,880613274
HSPB2;0,058242004;0,042373151;0,456073419;0,296361286;0,766954187;
GM5901;0,017681485;0,042305377;0,98508474;0,159705326;0,873113205;
RAB7;1,935408145;0,042279421;0,168341537;0,279434799;0,779911168;0,884250443
IGSF9B;0,017268206;0,042259328;0,992295978;0,165557089;0,868505519;
PTGR1;0,075163222;0,042229771;0,411464713;0,432207176;0,665590844;
HSPBP1;0,119143107;0,042200615;0,369377603;0,631199243;0,527910257;
H2-KE6;0,210256843;0,042180539;0,32342701;0,619589397;0,535528149;
ATP6V0A2;0,501553882;0,042158599;0,228771838;0,479369653;0,631675679;0,785894115
FARP1;7,209475188;0,042113725;0,134472019;0,353905221;0,723409914;0,850063136
NEK11;0,07777905;0,042105915;0,416393343;0,408131634;0,683177037;
GM10959;0,047236328;0,042088155;0,450418378;0,328615299;0,742446483;
FBXL18;0,182238273;0,042047979;0,388003327;0,342919681;0,731658885;
NUDT19;0,177136079;0,042044423;0,33747591;0,671366523;0,501987066;
PLA2G4C;0,018524298;0,042005979;0,61643203;0,192146838;0,847627187;
SGIP1;0,294190624;0,04194917;0,384318165;0,493242108;0,621841528;
CD53;0,01682684;0,041890894;0,964411642;0,159705326;0,873113205;
ZNHIT1;0,634370612;0,041880932;0,22570131;0,375601001;0,707213547;0,840842764
SEMA3A;0,015642012;0,041874244;0,990572614;0,169429212;0,865459048;
COL19A1;0,077805525;0,04186731;0,428849109;0,212792556;0,83148877;
PHLDB2;0,094775087;0,041861952;0,444991412;0,373405865;0,708846395;
ZFP422;0,203996984;0,041839071;0,333933752;0,692558794;0,488586477;
TOLLIP;0,275447822;0,041807377;0,288501299;0,706328301;0,479983997;
PLXNA3;0,104159689;0,041720115;0,389672439;0,477780925;0,632806139;
GSPT1;2,063022838;0,041670434;0,159799885;0,305599481;0,759909615;0,871375923
GZMM;0,068964817;0,041568963;0,446317028;0,236263134;0,813228492;
COX7A1;0,01586473;0,041550728;0,9544434;0,159705326;0,873113205;
FST;0,092676906;0,041542113;0,433460445;0,381536479;0,702805208;
GM49354;0,092857383;0,04152244;0,431920623;0,379315963;0,704453247;
GM42417;0,033929372;0,041490909;0,485822135;0,23300033;0,815761149;
GCNT2;0,169107312;0,041482304;0,397688232;0,471578235;0,637227865;
GM7324;0,036533952;0,041428737;0,474267728;0,260935515;0,794142237;
SLC23A3;0,044993422;0,041424933;0,462063619;0,284197385;0,77625912;
THBD;0,060731691;0,041397959;0,456577552;0,354678791;0,722830242;
SPATA18;0,020215679;0,04136617;0,744495023;0,184989083;0,853237599;
PLVAP;0,015247617;0,041364002;0,950838455;0,159705326;0,873113205;
ILVBL;0,17627758;0,041308726;0,367431499;0,446189268;0,655460534;
SHKBP1;0,029701323;0,041294205;0,49309212;0,254650215;0,798993271;
TTK;0,091573121;0,041279129;0,4265289;0,349433736;0,72676371;
STK10;0,242570138;0,041277058;0,346640219;0,616093124;0,53783306;
SLC9B1;0,015560287;0,041249517;0,935874011;0,159705326;0,873113205;
4921524J17RIK;0,36845942;0,041214474;0,263017201;0,574782165;0,56543863;0,738200852
GM17359;0,026655405;0,041195065;0,559726323;0,229778571;0,818263837;
AHSA1;0,541281722;0,041167501;0,222040867;0,405512827;0,685100592;0,82461633
ANKRD13B;0,078927283;0,041157146;0,413128271;0,341590901;0,732658786;
FKBPL;0,058914225;0,041114107;0,426812913;0,396046777;0,69207052;
EHMT2;0,341846999;0,04101262;0,266809596;0,564118428;0,572673537;0,74282264
ART3;0,014677332;0,040990606;0,933775612;0,159705326;0,873113205;
SAMD12;0,027466481;0,040980832;0,928708682;0,183690737;0,854256076;
NAP1L1;3,422032487;0,040878305;0,129337577;0,345045478;0,730060181;0,853200895
SMARCC2;0,619274473;0,040852332;0,229681307;0,375452281;0,707324129;0,840842764
TNFSF13B;0,014240096;0,04084931;0,931700744;0,159705326;0,873113205;
VIPR1;0,014465878;0,040834254;0,926867147;0,159705326;0,873113205;
NAA20;0,55684533;0,040811934;0,246442631;0,433941355;0,664331028;0,810016943
SUDS3;0,484160764;0,040769243;0,242038537;0,501226448;0,616211763;0,776295148
TSX;0,01429423;0,040755999;0,923998683;0,159705326;0,873113205;
BLNK;0,06529899;0,040741168;0,830560309;0,154513794;0,877204636;
NKG7;0,013881131;0,040716888;0,928914374;0,159705326;0,873113205;
FNDC5;0,013137036;0,040690335;0,947917906;0,169429212;0,865459048;
EXOSC3;0,276938015;0,040646487;0,303498815;0,739760679;0,459445222;
STBD1;0,048159992;0,040592133;0,445308352;0,346594682;0,728895842;
GM49383;0,064179463;0,040585685;0,71053823;0,155765787;0,876217639;
EI24;0,296282944;0,040542884;0,27973066;0,706449195;0,479908837;
KY;0,012316592;0,040535747;0,954674166;0,169429212;0,865459048;
MECOM;0,026885;0,040525303;0,702105953;0,192326225;0,847486677;
GM16223;0,047389614;0,040517472;0,465576565;0,204347263;0,838082139;
WDR11;0,191188402;0,040491266;0,342038384;0,548687641;0,583219829;
CAMK2N1;0,253404617;0,040440751;0,325958113;0,469679321;0,638584144;
ZFP53;0,027891187;0,040431843;0,513457692;0,235628782;0,813720738;
ARL5C;0,047590581;0,04041202;0,460034881;0,235785084;0,813599443;
LIF;0,013061519;0,040358939;0,920202642;0,159705326;0,873113205;
PDCD10;1,085019895;0,040344406;0,181623993;0,274277383;0,783871464;0,886636841
DMAC2L;0,090217531;0,040293889;0,403996354;0,383097791;0,701647258;
AHSA2;0,313641793;0,04027325;0,266375986;0,658428226;0,510263003;0,693543246
ISCA2;0,149602474;0,040269371;0,344573008;0,704382784;0,481194424;
PM20D2;0,012821055;0,040249131;0,917625015;0,159705326;0,873113205;
PABPN1;0,013073604;0,040212054;0,910330035;0,159705326;0,873113205;
PEBP1;3,055641973;0,040207151;0,106920542;0,401337165;0,688171905;0,827031123
GM29666;0,05029667;0,040194637;0,527757729;0,185096821;0,853153095;
WRAP73;0,124187039;0,040173615;0,38307326;0,533562911;0,593643975;
KCNC1;0,013207456;0,040141087;0,902827556;0,159705326;0,873113205;
SCG5;0,01700716;0,04006475;0,602003015;0,186173604;0,852308623;
ECI2;0,345242323;0,040016606;0,268173483;0,571631946;0,567571348;0,739016651
TSPAN17;0,064777699;0,039946218;0,439140736;0,243584524;0,807552616;
CCDC85C;0,076318759;0,039884409;0,411666219;0,405542799;0,685078565;
ACCS;0,073726266;0,039852475;0,421925196;0,409191148;0,68239939;
TERF2;0,319580124;0,039843028;0,278994867;0,650525687;0,515352715;0,697162688
9330182L06RIK;0,089072041;0,039833888;0,804085196;0,149321789;0,881299723;
NAE1;0,335472967;0,039818417;0,276568757;0,572917364;0,566700647;0,738695232
GIN1;0,195132778;0,03974773;0,333686726;0,728141852;0,466526757;
SYF2;0,417734904;0,039700844;0,270619638;0,432840294;0,665130798;0,81079131
USP4;0,517788713;0,039688772;0,255913351;0,44640227;0,655306694;0,804022355
UBXN6;0,304969708;0,039667907;0,27608511;0,608164147;0,543078611;0,719932636
ZFP13;0,042456617;0,039663371;0,470680192;0,295805406;0,767378695;
HIST1H4H;0,049811368;0,039644673;0,445304477;0,330136541;0,741296794;
SKA2;0,225496818;0,039616406;0,364571481;0,536913698;0,591327228;
UPB1;0,014012371;0,039615107;0,844025059;0,149983541;0,880777601;
CD44;0,521055594;0,039612033;0,278037959;0,256941445;0,797223976;0,894495036
PEX16;0,059822993;0,0396048;0,436068094;0,347461353;0,728244748;
HDAC10;0,02872257;0,039567474;0,516617986;0,243863801;0,807336306;
DPT;0,013772033;0,039510438;0,842079639;0,149983541;0,880777601;
RABL2;0,062306847;0,039494305;0,413964818;0,413190554;0,679467008;
STRN4;0,315325637;0,039445987;0,277297684;0,714477439;0,474932002;0,666620003
ZSWIM7;0,155339158;0,039363379;0,362373825;0,623945429;0,532663424;
TMEM80;0,120366652;0,039362016;0,368418166;0,568377784;0,569778472;
CAPN5;0,024527411;0,039301635;0,528882734;0,203237167;0,838949664;
TAL2;0,010608873;0,039289769;0,91015574;0,168537258;0,866160635;
RET;0,116584069;0,039285868;0,37428645;0,538664916;0,590118086;
NAT8L;0,013307112;0,039281389;0,83716867;0,149983541;0,880777601;
EBF4;0,060894233;0,03924298;0,470598013;0,252785243;0,800434172;
SLURP1;0,033938447;0,039148155;0,850713428;0,128549195;0,897714369;
UPP1;0,047533647;0,039127036;0,477986298;0,302537394;0,762242432;
BAZ2A;0,275879931;0,039074634;0,291072346;0,617784143;0,536717637;
NBL1;0,729759936;0,039050158;0,303436516;0,306899244;0,758920064;0,871246073
WDR54;0,023391609;0,038999776;0,54673652;0,222322955;0,824062484;
DUS1L;0,071049346;0,038998493;0,415840372;0,314653117;0,753025045;
TMEM140;0,024133029;0,03894665;0,534465517;0,210690878;0,833128493;
CFAP299;0,052842823;0,038922492;0,467991077;0,259142751;0,7955251;
IL17RC;0,099685014;0,038918351;0,397138873;0,445412535;0,656021655;
NUBP2;0,146358153;0,03890048;0,370464551;0,541166285;0,588392974;
ATP12A;0,012560771;0,038890436;0,82920308;0,149983541;0,880777601;
CDH17;0,012550888;0,038885109;0,829098248;0,149983541;0,880777601;
RABGGTA;0,056468796;0,038821514;0,42118941;0,403529817;0,686558504;
ZDHHC4;0,197332535;0,03878549;0,339664865;0,771773231;0,440248749;
MYO7A;0,084890004;0,038768283;0,405366202;0,431673159;0,665978978;
ICMT;0,212474174;0,038737502;0,324294464;0,756986201;0,449058129;
SLC6A20A;0,058176159;0,038733103;0,72891003;0,139600556;0,888975601;
MIEF2;0,04607542;0,038729446;0,450769618;0,32210056;0,747376514;
RBCK1;0,43269081;0,038724911;0,240916869;0,565341502;0,571841505;0,742223032
BICD1;0,024875524;0,038676855;0,505015076;0,22264214;0,823814037;
SF3B4;0,357404572;0,038653291;0,263175716;0,563768782;0,5729115;0,74282264
MARS2;0,064460738;0,03861899;0,439780348;0,288628544;0,77286565;
CTSO;0,138764568;0,03861608;0,386038077;0,568494931;0,569698947;
ZFP87;0,020600107;0,038614388;0,537718933;0,206414344;0,836467267;
ABCC6;0,022398653;0,03861096;0,588160719;0,194250519;0,845979728;
IMMP1L;0,720560898;0,038604208;0,213107633;0,290236431;0,771635367;0,878877686
FASTKD3;0,05333366;0,038560148;0,435810795;0,373097634;0,70907578;
MAFF;0,684661455;0,038535804;0,282612656;0,282985591;0,777187882;0,882470171
TSHR;0,009087622;0,038534308;0,906312558;0,172955703;0,862686247;
DDX11;0,133030619;0,038514598;0,391453523;0,448622925;0,653703693;
FAM129C;0,032844179;0,038506507;0,491445153;0,223093264;0,823462921;
RAD17;0,21862745;0,038496857;0,319173585;0,705119875;0,480735639;
RAD9B;0,086349418;0,038482523;0,408845639;0,451752152;0,651447543;
PRXL2B;0,083327291;0,038463786;0,403123835;0,483286766;0,628892135;
DTWD2;0,06398852;0,038446724;0,428481678;0,337583929;0,735676755;
MRGBP;0,069514725;0,038424996;0,412818372;0,373701417;0,708626471;
SZT2;0,126651802;0,038403049;0,399941413;0,350669354;0,72583642;
ANKRD39;0,026854125;0,038386951;0,638821324;0,140306808;0,888417586;
RNF165;0,026854125;0,038386951;0,638821324;0,140306808;0,888417586;
LYZL4;0,026854125;0,038386951;0,638821324;0,140306808;0,888417586;
BUD13;0,054023989;0,038379155;0,427004;0,323333951;0,746442345;
IRX5;0,032321965;0,038368804;0,860450636;0,238053854;0,811839325;
6430550D23RIK;0,011615752;0,038339205;0,818258982;0,149983541;0,880777601;
APH1B;0,120897945;0,038325488;0,389976115;0,49994807;0,617111643;
PTCH2;0,056887642;0,03830252;0,453283635;0,342619429;0,731884784;
PHOSPHO1;0,009795314;0,038296626;0,871232355;0,16431438;0,869483662;
PTPRU;0,030646737;0,038274268;0,468836711;0,293001814;0,769520765;
XYLB;0,009704428;0,03826579;0,866693761;0,159705326;0,873113205;
ZFP729B;0,040591241;0,038255958;0,459506942;0,315341894;0,752502079;
RRH;0,011762525;0,038242686;0,811717869;0,149983541;0,880777601;
HEXIM2;0,025741204;0,038240499;0,527561156;0,207248931;0,835815455;
TOMT;0,03257577;0,038214217;0,704685542;0,144792282;0,884874876;
UBE2V2;0,900725865;0,038174059;0,183411984;0,290458059;0,771465832;0,878845727
LRRC40;0,286110663;0,038168398;0,326091393;0,567108293;0,570640609;
CFAP410;0,138627442;0,038160719;0,370330778;0,669713509;0,503040438;
KLHL35;0,011435486;0,038139412;0,812250012;0,149983541;0,880777601;
TMEM203;0,232317496;0,038127263;0,299657409;0,71911688;0,472068907;
HDGFL2;0,484306566;0,038103172;0,249889379;0,487769742;0,625712946;0,781818599
LAMP2;4,240138768;0,038098566;0,130793932;0,323753478;0,74612468;0,864241378
TECPR1;0,21190018;0,038095526;0,343424267;0,674447192;0,500027048;
FAM221B;0,076530319;0,037980226;0,418236629;0,288864592;0,772685;
RAB11FIP2;0,579867006;0,037965667;0,257959792;0,237339691;0,812393273;0,902949903
NR2C1;0,184259701;0,037954386;0,335751207;0,642015374;0,520863201;
UBA3;0,666136465;0,03794057;0,242692348;0,279114182;0,7801572;0,884367979
GPR22;0,009514574;0,037907793;0,852023476;0,159705326;0,873113205;
PPP2R5A;1,249484654;0,037866351;0,173875834;0,274506938;0,783695072;0,886636841
CACNB1;0,050622309;0,037863065;0,496142689;0,215715702;0,829209361;
KBTBD6;0,011269829;0,037853212;0,802441251;0,149983541;0,880777601;
NR1H3;0,028373657;0,037800852;0,511885113;0,243713727;0,807452541;
HFE;0,04448992;0,037790948;0,428530522;0,285319873;0,775399089;
NDNF;0,036716329;0,037781204;0,48528212;0,251714037;0,801262106;
ANAPC4;0,805566035;0,037777185;0,208305595;0,224868384;0,822081666;0,90931006
TEX45;0,010992906;0,037766753;0,803208586;0,149983541;0,880777601;
NIT2;0,101475965;0,037758153;0,384970595;0,506344111;0,612615102;
B3GNT2;0,065401242;0,037743942;0,442630596;0,330379431;0,741113282;
FLOT1;0,225987609;0,037743789;0,316323157;0,616448088;0,537598824;
NACC1;0,23413973;0,037738181;0,298158071;0,636408527;0,524510184;
RSPH1;0,036842258;0,037684849;0,463608614;0,24285083;0,808120957;
SUV39H1;0,073718542;0,037677989;0,423254472;0,404367327;0,685942623;
MIGA1;0,244220076;0,037648131;0,308637053;0,579167342;0,562476264;
TRIP11;1,903839561;0,037632237;0,157530849;0,285283357;0,775427062;0,881100044
PSMD10;0,132643044;0,037606944;0,37066336;0,588366393;0,55628639;
VWA3A;0,010434975;0,037597154;0,805280911;0,149983541;0,880777601;
GPR157;0,024755651;0,037567947;0,516129169;0,245609872;0,805984246;
LRR1;0,029379956;0,037534537;0,483387425;0,24704449;0,804873793;
SRD5A1;0,06361616;0,037473499;0,419790896;0,362071109;0,717298892;
SPRED2;1,012358285;0,037427366;0,24674093;0,243772777;0,807406805;0,900630467
PPP2R5B;0,164079821;0,03737827;0,363256305;0,652861431;0,513845616;
MITF;0,275418321;0,037371425;0,347580823;0,607191409;0,543723893;
LY75;0,028600871;0,037349328;0,530431497;0,216242889;0,828798423;
CAMK2N2;0,070761491;0,037344259;0,418189505;0,340002597;0,733854572;
NME2;0,009137229;0,037337553;0,830067084;0,155655298;0,876304735;
GHRL;0,008449236;0,03726871;0,846411001;0,159705326;0,873113205;
ITGA11;0,153629305;0,0372098;0,400600696;0,347208492;0,728434692;
TBC1D5;2,777201796;0,037172069;0,179701627;0,224698027;0,822214199;0,90931006
SOX7;0,030789603;0,037076925;0,803728953;0,183690737;0,854256076;
ATAD5;0,122628801;0,037057027;0,401549177;0,433516315;0,664639716;
ZMYM1;0,131907273;0,037016411;0,378331237;0,512567822;0,608253667;
LSM11;0,058730494;0,036994184;0,439619061;0,298647243;0,765209215;
ZFP384;0,436128651;0,036980022;0,274830033;0,544542727;0,586068055;0,752979267
HAUS5;0,03628973;0,036966883;0,46628133;0,258541191;0,795989264;
RCC1L;0,209125773;0,036959644;0,325803977;0,653131277;0,51367165;
PIP4K2C;0,240848481;0,036948206;0,317303049;0,665935012;0,505452641;
BTBD8;0,08443436;0,036909363;0,412209859;0,338061446;0,735316883;
TNRC6B;4,199299905;0,036893192;0,142700177;0,29529681;0,767767153;0,876627375
HRH4;0,008211854;0,036848293;0,831748644;0,159408643;0,87334693;
OLFR56;0,009985596;0,036842037;0,782076907;0,149983541;0,880777601;
GDF15;0,008242374;0,03684009;0,830272309;0,158550063;0,874023375;
PILRB2;0,009983108;0,036839443;0,782016979;0,149983541;0,880777601;
4930522L14RIK;0,090216432;0,03680802;0,421224871;0,408567292;0,682857238;
METTL27;0,056748463;0,036801704;0,425835272;0,358749179;0,719782735;
ABHD10;0,092113364;0,036794;0,395986622;0,441053894;0,659173981;
DMAC1;0,476194847;0,036792193;0,242630227;0,400017081;0,689143936;0,827868848
GM3604;0,039994063;0,036766616;0,49042291;0,217278787;0,827991088;
NFATC2IP;0,061064984;0,036754645;0,425466739;0,41768265;0,676179159;
NMNAT2;0,009755393;0,036745239;0,782351723;0,149983541;0,880777601;
NHEJ1;0,140889848;0,036727527;0,393380557;0,633728366;0,526258109;
SMTN;1,06017687;0,036709103;0,195291825;0,253147875;0,800153944;0,896080098
RNFT2;0,022602579;0,036707681;0,508815065;0,232583386;0,81608493;
ULK3;0,151446393;0,0366904;0,380784296;0,565095762;0,572008631;
HASPIN;0,023224053;0,036669638;0,576628787;0,194701111;0,845626942;
CCDC191;0,271812393;0,036618421;0,303367753;0,578519464;0,56291346;
DOK7;0,009167962;0,036600949;0,787534159;0,149983541;0,880777601;
NGFR;0,009421467;0,036585212;0,782160028;0,149983541;0,880777601;
SEMA3F;0,007711229;0,036577409;0,833040009;0,159705326;0,873113205;
GM14391;0,040977905;0,036572692;0,439763029;0,322897794;0,746772647;
GM1604B;0,026244606;0,03656249;0,560461185;0,189713666;0,849533511;
CLDN7;0,009135845;0,036535312;0,785577123;0,149983541;0,880777601;
HIST1H4J;0,009135845;0,036535312;0,785577123;0,149983541;0,880777601;
GCKR;0,032971152;0,036523914;0,488631709;0,263983473;0,791792654;
TNKS2;2,300512309;0,036513615;0,16827034;0,238148325;0,811766055;0,90282817
ENO4;0,009045164;0,036489227;0,785508606;0,149983541;0,880777601;
PCBD1;0,009186735;0,03643206;0,780585483;0,149983541;0,880777601;
AGPAT2;0,172815558;0,036418229;0,348595971;0,654220869;0,512969518;
1700017D01RIK;0,008833623;0,036392279;0,785830477;0,149983541;0,880777601;
OSGIN1;0,007607635;0,036381241;0,826624455;0,159705326;0,873113205;
MTBP;0,075929513;0,03635001;0,410971701;0,392591128;0,694621493;
FEM1A;0,118847164;0,036345007;0,381427414;0,593596989;0,552781696;
H2-M3;0,026660179;0,036335358;0,631947178;0,175723429;0,860511228;
HDC;0,008840742;0,036318886;0,782868661;0,149983541;0,880777601;
CALCRL;0,009386952;0,036318579;0,772355772;0,149983541;0,880777601;
PIP4P2;0,56870048;0,036312981;0,229758215;0,349106323;0,72700949;0,851819659
