param_id,row_index,layer,node_id,parameter,value,value_min,value_max,unit,conditions,species,site,age,sex,source_ref,uncertainty,value_unverified,superseded_model,notes
p_8cb1471cf6,p00515,L1,chondrocyte_proliferation_rate,direct contribution of proliferation to elongation,9,9.0,9.0,% of elongation,"proximal tibia, 28-day-old rat",rat,,,,wilsman1996,"not reported PROVENANCE FLAG, added 2026-08-06 by the transitive method audit: THIS IS A CALCULATED PARTITION, NOT A MEASUREMENT, and the paper states its assumptions plainly - 'the calculation of the relative contributions to elongation ... requires making two assumptions. First, we continue to assume steady-state kinetics over a short time span (24 hours). Second, we assume that the growth plate is modeled as a two-compartment system (cells and matrix).' The proliferative zones are further 'modeled as circular cylinders of diameter 1'. THE THREE SHARES ARE NOT INDEPENDENT ESTIMATES: they are one volume budget divided three ways and sum to 100% by construction, and matrix volume per cell is obtained as the COMPLEMENT of the cell volume fraction, (1 - Vv) x V_total / N, rather than measured. Any error in the cell volume or numerical density moves all three shares together. Nothing downstream may treat them as three independent measurements or propagate independent uncertainties on them.",False,False,
p_4487932129,p00516,L1,chondrocyte_rotation,elevation angle defining a completed rotation,60-90,60.0,90.0,degrees,operational threshold validated against orthogonal viewing angles in 3D clonal imaging,mouse,,,,rubin2024,threshold set by the authors from two orthogonal views,False,False,
p_868a300813,p00517,L1,chondrocyte_rotation,"proportion of divisions completing rotation, postnatal columns",36.4-39.5,36.4,39.5,% of divisions,P40 mouse proximal tibia and distal femur,mouse,,,,rubin2024,n = 512 and 737 columns,False,False,
p_19fd63c987,p00518,L1,chondrocyte_rotation,"proportion of divisions completing rotation, embryonic clones",17.6-19.4,17.6,19.4,% of doublets,E18.5 mouse distal femur and proximal tibia,mouse,,,,rubin2024,n = 1044 and 805 doublets,False,False,
p_37aa4b495b,p00519,L1,chondrocyte_rotation,Pearson correlation between nuclear and whole-cell elevation angle,0.79,0.79,0.79,Pearson r,validation that nuclei can be used as a proxy for cells,mouse,,,,rubin2024,n = 1278 clones,False,False,
p_5a5f5974c7,p00520,L1,clonal_column,"cells per column, proliferative zone",24,24.0,24.0,cells,human distal femur,human,,,,kember1976,single-study value,False,False,
p_ac972fbc3f,p00521,L1,clonal_column,cells lost per column per day,8,8.0,8.0,cells/day,rat proximal tibia in steady-state growth,rat,,,,hunziker1987,one cell every 3 h,False,False,
p_6b2eaabedf,p00522,L1,clonal_column,clonality of postnatal columns,monoclonal,,,qualitative,"mouse, after secondary ossification centre formation, PTHrP+ resting zone origin",mouse,,,,mizuhashi2018,lineage tracing,False,False,
p_660c9ec309,p00523,L1,clonal_column,number of columns analysed in 3D at P40,"737 (distal femur), 512 (proximal tibia)",,,columns,"mouse, 3D Confetti clonal analysis",mouse,,,,rubin2024,sample sizes as reported,False,False,
p_c75e19ede2,p00524,L1,column_density,"direction of cartilage septae number change with age, proliferative zone",decreasing,,,qualitative,"human rib growth plate, birth to adolescence",human,,,,byers2000,absolute counts not available from abstract,False,False,
p_a8c157af37,p00525,L1,column_density,"change in cartilage septae number with age, hypertrophic zone",no significant change,,,qualitative,"human rib growth plate, birth to adolescence",human,,,,byers2000,explicitly contrasted with the proliferative zone,False,False,
p_da3d2e9be2,p00526,L1,column_density,growth plate parameter most strongly correlated with tibial length and growth rate,total growth plate width,,,qualitative,mouse histomorphometry and human radiographs,multiple,,,,wilson2021,linear correlation reported,False,False,
p_d71b4189a0,p00527,L1,column_density,new chondrocytes produced per day per plate,16400 (proximal tibia) vs 3700 (proximal radius),,,cells/day,28-day-old rat; a 4.4-fold difference in total output between plates of one animal,rat,,,,wilsman1996,not reported,False,False,
p_a08cddf167,p00528,L1,distal_femur_plate,share of femoral longitudinal growth,70,70.0,70.0,% of femoral length,"human, overall across ages 7 to skeletal maturity",human,,,,pritchett1992,"n = 244 children (123 boys, 121 girls)",False,False,
p_2c544daf75,p00529,L1,distal_femur_plate,"share of femoral growth, girls",60 (age 7) to 90 (age 14),,,% of femoral length,human girls,human,,,,pritchett1992,n = 121 girls,False,False,
p_69b58dcf07,p00530,L1,distal_femur_plate,"share of femoral growth, boys",55 (age 7) to 90 (age 16),,,% of femoral length,human boys,human,,,,pritchett1992,n = 123 boys,False,False,
p_d3f35010dc,p00531,L1,distal_femur_plate,absolute contribution to femoral growth,1.3,1.3,1.3,cm/year,"human, age 7 to skeletal maturity; halves in the final two years",human,,,,pritchett1992,n = 244,False,False,
p_ebf352bf98,p00532,L1,distal_femur_plate,mean growth rate,1.4,1.4,1.4,cm/year,"human, ages 5-8 years, serial radiographs (Harpenden Growth Study)",human,,,,kember1976,mean; dispersion not reported,False,False,
p_9aa4e5d091,p00533,L1,distal_femur_plate,mean growth rate expressed per day,38,38.0,38.0,um/day,"human, ages 5-8; arithmetic conversion of 1.4 cm/year",human,,,,kember1976,derived,False,False,
p_d7200148be,p00534,L1,distal_femur_plate,cells per proliferative column,24,24.0,24.0,cells,"human distal femur, ages 5-8 y; two-thirds of a MEASURED 36 maturing-plus-proliferating cells per column, the two-thirds ratio taken from the rabbit growth plate because no morphological criterion distinguishes proliferating from maturing cells in a stained human section",human,,,,kember1976,"NOT a direct count. The human measurement is 36 combined cells; the split into 24 proliferating is a RABBIT-derived fraction applied to it, and the paper says so. The authors give a lower bound of 20 cells, which would make the cycle time 16 days. This is a species transfer sitting inside the atlas's only human column-length number.",False,False,
p_5ab21b3296,p00535,L1,distal_femur_plate,maturing plus proliferating cells per column (directly counted),36,36.0,36.0,cells,"human distal femur, ages 5-8 y; counted on approximately every fiftieth column, hypertrophic cells counted separately",human,,,,kember1976,"the directly measured quantity, before the rabbit-derived two-thirds split. Across the 12-subject series this count falls with age (62 at birth to 21-28 at 13-14 y) but the paper notes no marked decline until the plate closes. Counts are described by the authors as ""to some extent subjective"", involving judgement about where a column ends and where hypertrophy begins.",False,False,
p_7fe2e26d6c,p00536,L1,distal_femur_plate,cells per proliferative column,28,28.0,28.0,cells,"human distal femur, 10-year-old girl; counted from the position-resolved tritiated-thymidine labelling profile, taking the run of positions with the highest labelling frequency",human,,,,thurston1985,"read off a labelling histogram rather than counted cell by cell, and the authors write ""about twenty-eight""; n=1 subject. It is an independent estimate from kember1976's 24 by a different method on a different subject, so the two together bracket the human value at roughly 24-28 rather than confirming either.",False,False,
p_f6aa43187f,p00537,L1,distal_femur_plate,terminal hypertrophic cell height along the growth axis,33,33.0,33.0,um,"human distal femur, ages 5-8 years, necropsy material; maximum dimension of the cell space along the growth axis, averaged over five groups of ten cells at regular intervals along the metaphyseal border; celloidin embedding, 15 um sections, and a measured 13% linear processing shrinkage corrected for",human,,,,kember1976,"+/- 5 um SD across the three specimens in the 5-8 y band; the full series of 12 subjects from birth to 13 y spans 29-38 um with no age dependence, and the two 14-year-olds gave 39 um (male) and 25 um (female) with closure in progress. THIS IS THE ROW THE 20-DAY CYCLE TIME IS DERIVED FROM and the paper states the derivation explicitly. It CONTRADICTS thurston1985's 20.5 um by 61%.",False,False,
p_73c7c8adb7,p00538,L1,distal_femur_plate,terminal hypertrophic cell height along the growth axis,20.5,20.5,20.5,um,"human distal femur, 10-year-old girl, mean of 20 cells along the metaphyseal border; decalcified paraffin, no shrinkage correction reported",human,,,,thurston1985,"no dispersion reported; n=1 subject. CONTRADICTS kember1976's 33 +/- 5 um (n=12 subjects, ~50 cells each) by 61%, and lies outside that series' entire 29-38 um range. Reaching 20.5 from 33 requires 38% linear shrinkage; kember1976 measured its own shrinkage at 13% and corrected for it, thurston1985 reports none. Method asymmetry favours the higher value but does not settle it - see contradiction C-L1-07 and gap g_l1arch_009.",False,False,
p_61f79e4fdb,p00539,L1,distal_femur_plate,derived mean proliferative cell cycle time,20,20.0,20.0,days,human distal femur; derived from column count and growth rate,human,,,,kember1976,"derived quantity, not measured",False,False,
p_3e1217ea34,p00540,L1,distal_radius_plate,share of radial longitudinal growth,80,80.0,80.0,% of radial length,"human, overall; 85% at age 5 and 90% by age 8",human,,,,pritchett1991,n = 200 subjects,False,False,
p_5fc06e1e57,p00541,L1,distal_radius_plate,"share of ulnar longitudinal growth, distal ulnar physis",85,85.0,85.0,% of ulnar length,"human, overall; 90% by age 5 and 95% after age 8",human,,,,pritchett1991,n = 200,False,False,
p_b4773ea198,p00542,L1,distal_radius_plate,"radial growth rate, girls",0.9,0.9,0.9,cm/year,"human, age 7 to skeletal maturity",human,,,,pritchett1988,n = 121 girls,False,False,
p_2bf6656756,p00543,L1,distal_radius_plate,"radial growth rate, boys",1.0,1.0,1.0,cm/year,"human, age 7 to skeletal maturity",human,,,,pritchett1988,n = 123 boys,False,False,
p_87dcb13947,p00544,L1,distal_radius_plate,"ulnar growth rate, girls and boys",1.0 and 1.1,,,cm/year,"human, age 7 to skeletal maturity",human,,,,pritchett1988,n = 244,False,False,
p_c681c9e806,p00545,L1,distal_radius_plate,radius as a fraction of standing height,"13-14 (girls), 14-15 (boys)",,,% of standing height,"human, age 7 to skeletal maturity",human,,,,pritchett1988,n = 244,False,False,
p_36cc513e13,p00546,L1,distal_radius_plate,proliferative zone cell cycle time,34.0,34.0,34.0,h,28-day-old rat distal radius; not significantly different from proximal tibia despite a much lower elongation rate,rat,,,,wilsman1996a,p > 0.05 versus proximal tibia,False,False,
p_677f954703,p00547,L1,elongation_budget,contribution of cell division to elongation,9,9.0,9.0,% of elongation,"proximal tibia, 28-day-old male Long-Evans rat",rat,,,,wilsman1996,"not reported; derived from stereology + oxytetracycline labelling PROVENANCE FLAG, added 2026-08-06 by the transitive method audit: THIS IS A CALCULATED PARTITION, NOT A MEASUREMENT, and the paper states its assumptions plainly - 'the calculation of the relative contributions to elongation ... requires making two assumptions. First, we continue to assume steady-state kinetics over a short time span (24 hours). Second, we assume that the growth plate is modeled as a two-compartment system (cells and matrix).' The proliferative zones are further 'modeled as circular cylinders of diameter 1'. THE THREE SHARES ARE NOT INDEPENDENT ESTIMATES: they are one volume budget divided three ways and sum to 100% by construction, and matrix volume per cell is obtained as the COMPLEMENT of the cell volume fraction, (1 - Vv) x V_total / N, rather than measured. Any error in the cell volume or numerical density moves all three shares together. Nothing downstream may treat them as three independent measurements or propagate independent uncertainties on them.",False,False,
p_def18e2a21,p00548,L1,elongation_budget,contribution of matrix synthesis to elongation,32,32.0,32.0,% of elongation,"proximal tibia, 28-day-old Long-Evans rat",rat,,,,wilsman1996,"not reported PROVENANCE FLAG, added 2026-08-06 by the transitive method audit: THIS IS A CALCULATED PARTITION, NOT A MEASUREMENT, and the paper states its assumptions plainly - 'the calculation of the relative contributions to elongation ... requires making two assumptions. First, we continue to assume steady-state kinetics over a short time span (24 hours). Second, we assume that the growth plate is modeled as a two-compartment system (cells and matrix).' The proliferative zones are further 'modeled as circular cylinders of diameter 1'. THE THREE SHARES ARE NOT INDEPENDENT ESTIMATES: they are one volume budget divided three ways and sum to 100% by construction, and matrix volume per cell is obtained as the COMPLEMENT of the cell volume fraction, (1 - Vv) x V_total / N, rather than measured. Any error in the cell volume or numerical density moves all three shares together. Nothing downstream may treat them as three independent measurements or propagate independent uncertainties on them.",False,False,
p_53c796311c,p00549,L1,elongation_budget,contribution of hypertrophic cell enlargement to elongation,59,59.0,59.0,% of elongation,"proximal tibia (fastest of four plates), 28-day-old Long-Evans rat",rat,,,,wilsman1996,"not reported PROVENANCE FLAG, added 2026-08-06 by the transitive method audit: THIS IS A CALCULATED PARTITION, NOT A MEASUREMENT, and the paper states its assumptions plainly - 'the calculation of the relative contributions to elongation ... requires making two assumptions. First, we continue to assume steady-state kinetics over a short time span (24 hours). Second, we assume that the growth plate is modeled as a two-compartment system (cells and matrix).' The proliferative zones are further 'modeled as circular cylinders of diameter 1'. THE THREE SHARES ARE NOT INDEPENDENT ESTIMATES: they are one volume budget divided three ways and sum to 100% by construction, and matrix volume per cell is obtained as the COMPLEMENT of the cell volume fraction, (1 - Vv) x V_total / N, rather than measured. Any error in the cell volume or numerical density moves all three shares together. Nothing downstream may treat them as three independent measurements or propagate independent uncertainties on them.",False,False,
p_03591cde3d,p00550,L1,elongation_budget,contribution of hypertrophic cell enlargement to elongation,44,44.0,44.0,% of elongation,"proximal radius (slowest of four plates), 28-day-old Long-Evans rat",rat,,,,wilsman1996,"not reported PROVENANCE FLAG, added 2026-08-06 by the transitive method audit: THIS IS A CALCULATED PARTITION, NOT A MEASUREMENT, and the paper states its assumptions plainly - 'the calculation of the relative contributions to elongation ... requires making two assumptions. First, we continue to assume steady-state kinetics over a short time span (24 hours). Second, we assume that the growth plate is modeled as a two-compartment system (cells and matrix).' The proliferative zones are further 'modeled as circular cylinders of diameter 1'. THE THREE SHARES ARE NOT INDEPENDENT ESTIMATES: they are one volume budget divided three ways and sum to 100% by construction, and matrix volume per cell is obtained as the COMPLEMENT of the cell volume fraction, (1 - Vv) x V_total / N, rather than measured. Any error in the cell volume or numerical density moves all three shares together. Nothing downstream may treat them as three independent measurements or propagate independent uncertainties on them.",False,False,
